"","RegionType","RegionName","State","CBSA.Title","SizeRankCity","SizeRankMetro","PctPriceCut","DaysOnMarket","BuyerSellerIndex","BuyerSellerIndexMetro","address","lon","lat"
"1","City","Akron","OH","Akron, OH",102,74,18.69731801,69,8.571428571,4.102209945,"Akron,OH",-81.524017,41.04349
"2","City","Cuyahoga Falls","OH","Akron, OH",854,74,15.74074074,53,0.714285714,4.102209945,"Cuyahoga Falls,OH",-81.473585,41.143906
"3","City","Kent","OH","Akron, OH",1021,74,15.82733813,55,2.142857143,4.102209945,"Kent,OH",-81.332781,41.132323
"4","City","Stow","OH","Akron, OH",1310,74,16.66666667,55,3.571428571,4.102209945,"Stow,OH",-81.450184,41.172402
"5","City","Ravenna","OH","Akron, OH",1363,74,18.75,70,10,4.102209945,"Ravenna,OH",-81.172922,41.163755
"6","City","Barberton","OH","Akron, OH",1864,74,14.38356164,61.5,2.857142857,4.102209945,"Barberton,OH",-81.621195,41.019655
"7","City","Green","OH","Akron, OH",1890,74,16.86746988,64,5.714285714,4.102209945,"Green,OH",-81.461987,40.932506
"8","City","Twinsburg","OH","Akron, OH",2260,74,16.16161616,65,4.285714286,4.102209945,"Twinsburg,OH",-81.440435,41.313304
"9","City","Hudson","OH","Akron, OH",2349,74,18.51851852,68,7.857142857,4.102209945,"Hudson,OH",-81.476335,41.244023
"10","City","Northfield","OH","Akron, OH",2820,74,18,59,5.714285714,4.102209945,"Northfield,OH",-81.54079,41.306454
"11","City","Copley","OH","Akron, OH",3438,74,22.22222222,69,9.285714286,4.102209945,"Copley,OH",-81.644569,41.098944
"12","City","Tallmadge","OH","Akron, OH",3456,74,14.42307692,56.5,1.428571429,4.102209945,"Tallmadge,OH",-81.428883,41.096656
"13","City","Aurora","OH","Akron, OH",4111,74,17.81609195,69,7.142857143,4.102209945,"Aurora,OH",-81.292977,41.311704
"14","City","Streetsboro","OH","Akron, OH",4132,74,16.32653061,67.5,5.714285714,4.102209945,"Streetsboro,OH",-81.340528,41.241655
"15","City","Albany","NY","Albany-Schenectady-Troy, NY",281,60,16.83937824,78.5,2.352941176,8.784530387,"Albany,NY",-73.970812,42.614852
"16","City","Colonie","NY","Albany-Schenectady-Troy, NY",461,60,18.61924686,82,4.705882353,8.784530387,"Colonie,NY",-73.833455,42.717856
"17","City","Schenectady","NY","Albany-Schenectady-Troy, NY",488,60,13.26259947,99,3.529411765,8.784530387,"Schenectady,NY",-73.93957,42.81424
"18","City","Troy","NY","Albany-Schenectady-Troy, NY",877,60,17.64705882,90,7.647058824,8.784530387,"Troy,NY",-73.525561,42.71144
"19","City","Saratoga Springs","NY","Albany-Schenectady-Troy, NY",1169,60,18.28703704,87,7.058823529,8.784530387,"Saratoga Springs,NY",-73.78457,43.08313
"20","City","Clifton Park","NY","Albany-Schenectady-Troy, NY",1251,60,14.97005988,81,1.176470588,8.784530387,"Clifton Park,NY",-73.792524,42.850576
"21","City","Bethlehem","NY","Albany-Schenectady-Troy, NY",1555,60,10.09174312,75,0.588235294,8.784530387,"Bethlehem,NY",-73.812193,42.630427
"22","City","Guilderland","NY","Albany-Schenectady-Troy, NY",1605,60,25.64102564,82,8.823529412,8.784530387,"Guilderland,NY",-73.91151,42.70452
"23","City","Halfmoon","NY","Albany-Schenectady-Troy, NY",2195,60,16.08391608,89,4.117647059,8.784530387,"Halfmoon,NY",-73.717897,42.827577
"24","City","Niskayuna","NY","Albany-Schenectady-Troy, NY",2354,60,25.6,82,8.235294118,8.784530387,"Niskayuna,NY",-73.845678,42.7798
"25","City","Glenville","NY","Albany-Schenectady-Troy, NY",2440,60,21.27659574,79,5.294117647,8.784530387,"Glenville,NY",-73.84069,41.065652
"26","City","Rotterdam","NY","Albany-Schenectady-Troy, NY",3257,60,21.01910828,92,10,8.784530387,"Rotterdam,NY",-73.95375,42.77856
"27","City","East Greenbush","NY","Albany-Schenectady-Troy, NY",3886,60,15.90909091,88.5,2.941176471,8.784530387,"East Greenbush,NY",-73.655682,42.570352
"28","City","Malta","NY","Albany-Schenectady-Troy, NY",4653,60,16.66666667,91,5.882352941,8.784530387,"Malta,NY",-73.792621,42.971187
"29","City","Schodack","NY","Albany-Schenectady-Troy, NY",5970,60,13.63636364,111,6.470588235,8.784530387,"Schodack,NY",-73.68579,42.52969
"30","City","Moreau","NY","Albany-Schenectady-Troy, NY",6074,60,8.860759494,87,1.764705882,8.784530387,"Moreau,NY",-73.49824,44.005918
"31","City","Wilton","NY","Albany-Schenectady-Troy, NY",7521,60,20.98765432,88.5,9.411764706,8.784530387,"Wilton,NY",-73.740236,43.073715
"32","City","Allentown","PA","Allentown-Bethlehem-Easton, PA-NJ",213,67,16.31878558,66,0.588235294,8.729281768,"Allentown,PA",-75.469236,40.602658
"33","City","Bethlehem","PA","Allentown-Bethlehem-Easton, PA-NJ",494,67,20.625,69,2.941176471,8.729281768,"Bethlehem,PA",-75.351958,40.58883
"34","City","Easton","PA","Allentown-Bethlehem-Easton, PA-NJ",1792,67,22.98136646,74,8.823529412,8.729281768,"Easton,PA",-75.225665,40.746007
"35","City","Lower Macungie","PA","Allentown-Bethlehem-Easton, PA-NJ",1895,67,17.51824818,66,1.176470588,8.729281768,"Lower Macungie,PA",-75.634273,40.71393
"36","City","Upper Macungie","PA","Allentown-Bethlehem-Easton, PA-NJ",2316,67,20.21276596,77,6.470588235,8.729281768,"Upper Macungie,PA",-75.214981,40.727153
"37","City","South Whitehall","PA","Allentown-Bethlehem-Easton, PA-NJ",2934,67,29.24528302,71.5,9.411764706,8.729281768,"South Whitehall,PA",-75.488074,40.660979
"38","City","Nazareth","PA","Allentown-Bethlehem-Easton, PA-NJ",3494,67,25.84269663,69,7.058823529,8.729281768,"Nazareth,PA",-75.30962,40.74038
"39","City","Bethlehem","PA","Allentown-Bethlehem-Easton, PA-NJ",3837,67,18.66666667,73.5,2.352941176,8.729281768,"Bethlehem,PA",-75.351958,40.58883
"40","City","Upper Saucon","PA","Allentown-Bethlehem-Easton, PA-NJ",4043,67,18.46153846,86,4.411764706,8.729281768,"Upper Saucon,PA",-76.577697,40.751847
"41","City","Forks","PA","Allentown-Bethlehem-Easton, PA-NJ",4224,67,20.6185567,74,5.882352941,8.729281768,"Forks,PA",-75.126739,40.174202
"42","City","Palmer","PA","Allentown-Bethlehem-Easton, PA-NJ",4448,67,21.95121951,75,7.647058824,8.729281768,"Palmer,PA",-80.429234,41.760889
"43","City","Phillipsburg","NJ","Allentown-Bethlehem-Easton, PA-NJ",4590,67,13.82113821,112,3.529411765,8.729281768,"Phillipsburg,NJ",-75.19018,40.69371
"44","City","Washington","NJ","Allentown-Bethlehem-Easton, PA-NJ",6029,67,21.21212121,102.5,10,8.729281768,"Washington,NJ",-75.008713,40.747698
"45","City","Lower Saucon","PA","Allentown-Bethlehem-Easton, PA-NJ",6449,67,22.5,75,8.235294118,8.729281768,"Lower Saucon,PA",-76.754434,40.755848
"46","City","Penn Forest","PA","Allentown-Bethlehem-Easton, PA-NJ",7277,67,17.97752809,90,4.411764706,8.729281768,"Penn Forest,PA",-79.639077,40.329294
"47","City","Whitehall","PA","Allentown-Bethlehem-Easton, PA-NJ",7370,67,19.35483871,63,1.764705882,8.729281768,"Whitehall,PA",-75.504128,40.656746
"48","City","Lopatcong","NJ","Allentown-Bethlehem-Easton, PA-NJ",8053,67,14.58333333,109,5.294117647,8.729281768,"Lopatcong,NJ",-75.1558,40.70909
"49","City","Asheville","NC","Asheville, NC",381,118,23.61927145,64,7.333333333,6.79558011,"Asheville,NC",-82.567281,35.602711
"50","City","Hendersonville","NC","Asheville, NC",665,118,14.86013986,65,2,6.79558011,"Hendersonville,NC",-82.553068,35.260468
"51","City","Waynesville","NC","Asheville, NC",1737,118,12.62376238,98,5.333333333,6.79558011,"Waynesville,NC",-82.98875,35.48871
"52","City","Candler","NC","Asheville, NC",2014,118,18.82352941,69.5,2.666666667,6.79558011,"Candler,NC",-82.69291,35.5365
"53","City","Arden","NC","Asheville, NC",2994,118,19.45945946,71,6.666666667,6.79558011,"Arden,NC",-82.51651,35.46623
"54","City","Weaverville","NC","Asheville, NC",3056,118,20.625,91,9.333333333,6.79558011,"Weaverville,NC",-82.588915,35.702704
"55","City","Fletcher","NC","Asheville, NC",3227,118,13.87283237,56,0.666666667,6.79558011,"Fletcher,NC",-82.50123,35.43067
"56","City","Canton","NC","Asheville, NC",3429,118,16.2601626,79,6,6.79558011,"Canton,NC",-82.83736,35.53288
"57","City","Black Mountain","NC","Asheville, NC",4504,118,23.44827586,81,8,6.79558011,"Black Mountain,NC",-82.220883,35.751335
"58","City","Leicester","NC","Asheville, NC",5091,118,20.48192771,102.5,10,6.79558011,"Leicester,NC",-82.69624,35.65511
"59","City","Clyde","NC","Asheville, NC",6849,118,13.88888889,81,4,6.79558011,"Clyde,NC",-82.978588,35.637588
"60","City","Flat Rock","NC","Asheville, NC",7060,118,12.35955056,64,1.333333333,6.79558011,"Flat Rock,NC",-80.569785,36.512357
"61","City","Fairview","NC","Asheville, NC",7167,118,21.78217822,84.5,8.666666667,6.79558011,"Fairview,NC",-83.632667,35.281203
"62","City","Mars Hill","NC","Asheville, NC",7973,118,12,107,4.666666667,6.79558011,"Mars Hill,NC",-82.516228,35.879456
"63","City","Maggie Valley","NC","Asheville, NC",9880,118,12.71676301,89,3.333333333,6.79558011,"Maggie Valley,NC",-83.09764,35.51816
"64","City","Atlanta","GA","Atlanta-Sandy Springs-Roswell, GA",32,9,17.89408357,55,4.868421053,2.520718232,"Atlanta,GA",-84.47405,33.844371
"65","City","Marietta","GA","Atlanta-Sandy Springs-Roswell, GA",53,9,20.25261324,53,5.921052632,2.520718232,"Marietta,GA",-84.549933,33.952602
"66","City","Lawrenceville","GA","Atlanta-Sandy Springs-Roswell, GA",67,9,17.08821715,53,3.289473684,2.520718232,"Lawrenceville,GA",-84.103226,33.929464
"67","City","Cumming","GA","Atlanta-Sandy Springs-Roswell, GA",155,9,19.0716448,63,8.815789474,2.520718232,"Cumming,GA",-84.176166,34.293049
"68","City","Stone Mountain","GA","Atlanta-Sandy Springs-Roswell, GA",231,9,13.09686221,62,3.421052632,2.520718232,"Stone Mountain,GA",-84.197984,33.797412
"69","City","Douglasville","GA","Atlanta-Sandy Springs-Roswell, GA",273,9,13.29113924,63.5,5.131578947,2.520718232,"Douglasville,GA",-84.744595,33.68966
"70","City","Sandy Springs","GA","Atlanta-Sandy Springs-Roswell, GA",287,9,20.74418605,60,8.947368421,2.520718232,"Sandy Springs,GA",-84.378538,33.924269
"71","City","Kennesaw","GA","Atlanta-Sandy Springs-Roswell, GA",290,9,15.56195965,49,1.578947368,2.520718232,"Kennesaw,GA",-84.597433,34.03384
"72","City","Lithonia","GA","Atlanta-Sandy Springs-Roswell, GA",303,9,11.06442577,78,4.605263158,2.520718232,"Lithonia,GA",-84.144816,33.667509
"73","City","Woodstock","GA","Atlanta-Sandy Springs-Roswell, GA",319,9,15.59854897,51,1.842105263,2.520718232,"Woodstock,GA",-84.481787,34.127398
"74","City","McDonough","GA","Atlanta-Sandy Springs-Roswell, GA",328,9,12.41071429,77,6.315789474,2.520718232,"McDonough,GA",-84.14686,33.44734
"75","City","Acworth","GA","Atlanta-Sandy Springs-Roswell, GA",334,9,19.37888199,48,4.078947368,2.520718232,"Acworth,GA",-84.707349,34.034515
"76","City","Roswell","GA","Atlanta-Sandy Springs-Roswell, GA",343,9,23.52231604,57,9.473684211,2.520718232,"Roswell,GA",-84.370475,34.055198
"77","City","Newnan","GA","Atlanta-Sandy Springs-Roswell, GA",351,9,13.73439274,63,4.736842105,2.520718232,"Newnan,GA",-84.819397,33.369595
"78","City","Covington","GA","Atlanta-Sandy Springs-Roswell, GA",359,9,13.93323657,83,8.289473684,2.520718232,"Covington,GA",-83.860183,33.596782
"79","City","Duluth","GA","Atlanta-Sandy Springs-Roswell, GA",369,9,16.76767677,52,2.5,2.520718232,"Duluth,GA",-84.092267,33.962979
"80","City","Conyers","GA","Atlanta-Sandy Springs-Roswell, GA",393,9,14.07528642,73,7.5,2.520718232,"Conyers,GA",-84.002061,33.719178
"81","City","Johns Creek","GA","Atlanta-Sandy Springs-Roswell, GA",418,9,23.10984308,61,9.736842105,2.520718232,"Johns Creek,GA",-81.475796,31.628793
"82","City","Canton","GA","Atlanta-Sandy Springs-Roswell, GA",419,9,16.64943123,65,7.763157895,2.520718232,"Canton,GA",-84.49093,34.250547
"83","City","Norcross","GA","Atlanta-Sandy Springs-Roswell, GA",470,9,12.4497992,46,0.526315789,2.520718232,"Norcross,GA",-84.213531,33.941213
"84","City","Smyrna","GA","Atlanta-Sandy Springs-Roswell, GA",472,9,21.39240506,54,7.105263158,2.520718232,"Smyrna,GA",-84.498844,33.869656
"85","City","Snellville","GA","Atlanta-Sandy Springs-Roswell, GA",498,9,18.38351823,56,6.447368421,2.520718232,"Snellville,GA",-84.022911,33.817803
"86","City","Alpharetta","GA","Atlanta-Sandy Springs-Roswell, GA",501,9,16.61721068,56,3.947368421,2.520718232,"Alpharetta,GA",-84.30205,34.112373
"87","City","Suwanee","GA","Atlanta-Sandy Springs-Roswell, GA",526,9,21.66890983,56,8.026315789,2.520718232,"Suwanee,GA",-84.026171,34.042479
"88","City","Stockbridge","GA","Atlanta-Sandy Springs-Roswell, GA",572,9,10.67708333,57,1.315789474,2.520718232,"Stockbridge,GA",-84.23381,33.54428
"89","City","Lilburn","GA","Atlanta-Sandy Springs-Roswell, GA",592,9,21.08108108,51,5.263157895,2.520718232,"Lilburn,GA",-84.072463,33.865587
"90","City","Fayetteville","GA","Atlanta-Sandy Springs-Roswell, GA",595,9,13.2173913,70,5.789473684,2.520718232,"Fayetteville,GA",-84.480626,33.467941
"91","City","Powder Springs","GA","Atlanta-Sandy Springs-Roswell, GA",614,9,16.16628176,56,3.684210526,2.520718232,"Powder Springs,GA",-84.683824,33.859549
"92","City","Carrollton","GA","Atlanta-Sandy Springs-Roswell, GA",684,9,18.05555556,64.5,8.684210526,2.520718232,"Carrollton,GA",-85.04987,33.604458
"93","City","Riverdale","GA","Atlanta-Sandy Springs-Roswell, GA",692,9,7.547169811,58,1.184210526,2.520718232,"Riverdale,GA",-84.397997,33.555536
"94","City","Griffin","GA","Atlanta-Sandy Springs-Roswell, GA",761,9,9.029345372,66,2.631578947,2.520718232,"Griffin,GA",-84.289552,33.265854
"95","City","Buford","GA","Atlanta-Sandy Springs-Roswell, GA",767,9,18.73990307,62,8.157894737,2.520718232,"Buford,GA",-84.037859,33.960353
"96","City","Loganville","GA","Atlanta-Sandy Springs-Roswell, GA",776,9,14.84375,63,5.394736842,2.520718232,"Loganville,GA",-83.900738,33.838998
"97","City","Dacula","GA","Atlanta-Sandy Springs-Roswell, GA",836,9,17.73049645,58,6.973684211,2.520718232,"Dacula,GA",-83.879494,33.988309
"98","City","Brookhaven","GA","Atlanta-Sandy Springs-Roswell, GA",847,9,20.08281573,57,7.894736842,2.520718232,"Brookhaven,GA",-84.35159,33.87983
"99","City","Dunwoody","GA","Atlanta-Sandy Springs-Roswell, GA",937,9,26.1971831,56,8.552631579,2.520718232,"Dunwoody,GA",-84.334647,33.946213
"100","City","Jonesboro","GA","Atlanta-Sandy Springs-Roswell, GA",970,9,6.422018349,57,0.789473684,2.520718232,"Jonesboro,GA",-84.337523,33.518505
"101","City","Austell","GA","Atlanta-Sandy Springs-Roswell, GA",990,9,11.74089069,51,0.394736842,2.520718232,"Austell,GA",-84.634378,33.812606
"102","City","Peachtree Corners","GA","Atlanta-Sandy Springs-Roswell, GA",1037,9,11.7370892,49,0.263157895,2.520718232,"Peachtree Corners,GA",-84.22159,33.9701
"103","City","Winder","GA","Atlanta-Sandy Springs-Roswell, GA",1068,9,15.03957784,56,3.157894737,2.520718232,"Winder,GA",-83.698498,33.987138
"104","City","Milton","GA","Atlanta-Sandy Springs-Roswell, GA",1146,9,18.32191781,65,9.342105263,2.520718232,"Milton,GA",-84.30067,34.13216
"105","City","Cartersville","GA","Atlanta-Sandy Springs-Roswell, GA",1163,9,17.1314741,63,7.631578947,2.520718232,"Cartersville,GA",-84.847108,34.200787
"106","City","Fairburn","GA","Atlanta-Sandy Springs-Roswell, GA",1174,9,13.22580645,70,6.184210526,2.520718232,"Fairburn,GA",-84.608907,33.591462
"107","City","Mableton","GA","Atlanta-Sandy Springs-Roswell, GA",1185,9,13.99317406,54,1.973684211,2.520718232,"Mableton,GA",-84.582433,33.818717
"108","City","East Point","GA","Atlanta-Sandy Springs-Roswell, GA",1233,9,23.28244275,57,9.210526316,2.520718232,"East Point,GA",-84.439372,33.679553
"109","City","Tucker","GA","Atlanta-Sandy Springs-Roswell, GA",1240,9,14.81481481,45,1.052631579,2.520718232,"Tucker,GA",-84.21714,33.85455
"110","City","Hampton","GA","Atlanta-Sandy Springs-Roswell, GA",1259,9,11.95402299,82,6.052631579,2.520718232,"Hampton,GA",-84.273764,33.408112
"111","City","Villa Rica","GA","Atlanta-Sandy Springs-Roswell, GA",1297,9,17.12707182,65,8.421052632,2.520718232,"Villa Rica,GA",-84.975668,33.705546
"112","City","Peachtree City","GA","Atlanta-Sandy Springs-Roswell, GA",1436,9,20.13888889,53,5.657894737,2.520718232,"Peachtree City,GA",-84.568173,33.395759
"113","City","Lithia Springs","GA","Atlanta-Sandy Springs-Roswell, GA",1782,9,17.09401709,61,6.842105263,2.520718232,"Lithia Springs,GA",-84.66049,33.793995
"114","City","Dawsonville","GA","Atlanta-Sandy Springs-Roswell, GA",1813,9,12.06896552,63,3.026315789,2.520718232,"Dawsonville,GA",-84.155043,34.453661
"115","City","Forest Park","GA","Atlanta-Sandy Springs-Roswell, GA",1899,9,13.20754717,46,0.657894737,2.520718232,"Forest Park,GA",-84.369092,33.622054
"116","City","Locust Grove","GA","Atlanta-Sandy Springs-Roswell, GA",2016,9,12.0906801,83,6.710526316,2.520718232,"Locust Grove,GA",-84.115645,33.372111
"117","City","Jackson","GA","Atlanta-Sandy Springs-Roswell, GA",2051,9,11.73469388,73,4.210526316,2.520718232,"Jackson,GA",-83.56635,34.13388
"118","City","Vinings","GA","Atlanta-Sandy Springs-Roswell, GA",2069,9,15.73033708,53,2.236842105,2.520718232,"Vinings,GA",-84.498844,33.869656
"119","City","Grayson","GA","Atlanta-Sandy Springs-Roswell, GA",2228,9,21.23893805,63.5,9.868421053,2.520718232,"Grayson,GA",-83.961879,33.890533
"120","City","Candler-Mcafee","GA","Atlanta-Sandy Springs-Roswell, GA",2238,9,25,57,9.605263158,2.520718232,"Candler-Mcafee,GA",-84.272464,33.726721
"121","City","Decatur","GA","Atlanta-Sandy Springs-Roswell, GA",2599,9,21.91011236,55,7.368421053,2.520718232,"Decatur,GA",-84.291723,33.772554
"122","City","Jasper","GA","Atlanta-Sandy Springs-Roswell, GA",3014,9,12.20657277,63.5,3.552631579,2.520718232,"Jasper,GA",-84.428243,34.469042
"123","City","Sharpsburg","GA","Atlanta-Sandy Springs-Roswell, GA",3066,9,12.42236025,56,1.447368421,2.520718232,"Sharpsburg,GA",-84.659393,33.363069
"124","City","North Druid Hills","GA","Atlanta-Sandy Springs-Roswell, GA",3221,9,20,55,6.578947368,2.520718232,"North Druid Hills,GA",-84.28323,33.811659
"125","City","Temple","GA","Atlanta-Sandy Springs-Roswell, GA",3307,9,16.96428571,55,3.815789474,2.520718232,"Temple,GA",-85.026107,33.73746
"126","City","Sugar Hill","GA","Atlanta-Sandy Springs-Roswell, GA",3631,9,17.31448763,55,4.342105263,2.520718232,"Sugar Hill,GA",-83.815174,34.318834
"127","City","North Decatur","GA","Atlanta-Sandy Springs-Roswell, GA",3817,9,16.40625,46.5,1.710526316,2.520718232,"North Decatur,GA",-84.306035,33.790383
"128","City","Belvedere Park","GA","Atlanta-Sandy Springs-Roswell, GA",3922,9,26.24434389,56,9.078947368,2.520718232,"Belvedere Park,GA",-84.267422,33.754828
"129","City","Adairsville","GA","Atlanta-Sandy Springs-Roswell, GA",3994,9,8.181818182,57,0.921052632,2.520718232,"Adairsville,GA",-84.93411,34.3687
"130","City","Senoia","GA","Atlanta-Sandy Springs-Roswell, GA",4061,9,10.79136691,65,2.894736842,2.520718232,"Senoia,GA",-84.602516,33.285373
"131","City","Union City","GA","Atlanta-Sandy Springs-Roswell, GA",4287,9,5.442176871,72,2.763157895,2.520718232,"Union City,GA",-84.551011,33.573098
"132","City","Auburn","GA","Atlanta-Sandy Springs-Roswell, GA",4782,9,13.95348837,64,5.526315789,2.520718232,"Auburn,GA",-83.827676,34.013718
"133","City","Madison","GA","Atlanta-Sandy Springs-Roswell, GA",5938,9,11.45038168,62,2.105263158,2.520718232,"Madison,GA",-83.492928,33.591117
"134","City","Bethlehem","GA","Atlanta-Sandy Springs-Roswell, GA",6670,9,9.900990099,49,0.131578947,2.520718232,"Bethlehem,GA",-83.721536,33.943652
"135","City","Statham","GA","Atlanta-Sandy Springs-Roswell, GA",6825,9,3.174603175,70,2.368421053,2.520718232,"Statham,GA",-83.590148,33.980323
"136","City","Monroe","GA","Atlanta-Sandy Springs-Roswell, GA",7237,9,18.36734694,77,10,2.520718232,"Monroe,GA",-83.701264,33.788322
"137","City","Holly Springs","GA","Atlanta-Sandy Springs-Roswell, GA",8466,9,19.35483871,52,5,2.520718232,"Holly Springs,GA",-84.458326,34.242944
"138","City","Waleska","GA","Atlanta-Sandy Springs-Roswell, GA",9568,9,12.34567901,83.5,7.236842105,2.520718232,"Waleska,GA",-84.577601,34.338605
"139","City","Ball Ground","GA","Atlanta-Sandy Springs-Roswell, GA",11177,9,13.59223301,63,4.473684211,2.520718232,"Ball Ground,GA",-84.37659,34.33815
"140","City","Austin","TX","Austin-Round Rock, TX",10,35,21.63098879,52,0.555555556,5.814917127,"Austin,TX",-97.771258,30.326374
"141","City","Round Rock","TX","Austin-Round Rock, TX",159,35,25.75928009,50,2.777777778,5.814917127,"Round Rock,TX",-97.647206,30.501747
"142","City","Georgetown","TX","Austin-Round Rock, TX",373,35,24.32885906,64,6.666666667,5.814917127,"Georgetown,TX",-97.574706,30.668034
"143","City","Pflugerville","TX","Austin-Round Rock, TX",385,35,25.74404762,49,1.666666667,5.814917127,"Pflugerville,TX",-97.597055,30.442737
"144","City","San Marcos","TX","Austin-Round Rock, TX",520,35,20.15706806,61.5,1.111111111,5.814917127,"San Marcos,TX",-97.997166,29.972907
"145","City","Cedar Park","TX","Austin-Round Rock, TX",667,35,26.12244898,51,4.444444444,5.814917127,"Cedar Park,TX",-97.8242,30.503949
"146","City","Leander","TX","Austin-Round Rock, TX",1338,35,24.90909091,62,6.111111111,5.814917127,"Leander,TX",-97.857453,30.583474
"147","City","Hutto","TX","Austin-Round Rock, TX",1693,35,29.27631579,55.5,8.888888889,5.814917127,"Hutto,TX",-97.554189,30.551885
"148","City","Kyle","TX","Austin-Round Rock, TX",1803,35,26.47058824,51,5,5.814917127,"Kyle,TX",-97.83354,29.996599
"149","City","Bastrop","TX","Austin-Round Rock, TX",1972,35,23.78378378,70,7.777777778,5.814917127,"Bastrop,TX",-97.313592,30.140905
"150","City","Buda","TX","Austin-Round Rock, TX",3486,35,28.0952381,62,10,5.814917127,"Buda,TX",-97.989275,30.108361
"151","City","Dripping Springs","TX","Austin-Round Rock, TX",4090,35,20.58823529,65,3.333333333,5.814917127,"Dripping Springs,TX",-98.044468,30.165463
"152","City","Wimberley","TX","Austin-Round Rock, TX",5216,35,15.33333333,81.5,3.888888889,5.814917127,"Wimberley,TX",-98.031713,30.012441
"153","City","Liberty Hill","TX","Austin-Round Rock, TX",6099,35,16.84782609,66,2.222222222,5.814917127,"Liberty Hill,TX",-97.91191,30.715353
"154","City","Lakeway","TX","Austin-Round Rock, TX",6897,35,22.55319149,75,8.333333333,5.814917127,"Lakeway,TX",-97.991679,30.367979
"155","City","Spicewood","TX","Austin-Round Rock, TX",7628,35,20.90909091,82,7.222222222,5.814917127,"Spicewood,TX",-98.156407,30.475472
"156","City","Bee Cave","TX","Austin-Round Rock, TX",9000,35,27.09677419,63,9.444444444,5.814917127,"Bee Cave,TX",-97.884751,30.321025
"157","City","Lago Vista","TX","Austin-Round Rock, TX",9034,35,17.09401709,85,5.555555556,5.814917127,"Lago Vista,TX",-97.988348,30.460198
"158","City","Baltimore","MD","Baltimore-Columbia-Towson, MD",27,20,23.33405219,93,9.545454545,9.350828729,"Baltimore,MD",-76.623489,39.296536
"159","City","Columbia","MD","Baltimore-Columbia-Towson, MD",296,20,20.3187251,60,0.681818182,9.350828729,"Columbia,MD",-76.887905,39.206132
"160","City","Annapolis","MD","Baltimore-Columbia-Towson, MD",326,20,21.8079096,80,6.363636364,9.350828729,"Annapolis,MD",-76.5528,38.98775
"161","City","Glen Burnie","MD","Baltimore-Columbia-Towson, MD",383,20,21.50776053,71,3.636363636,9.350828729,"Glen Burnie,MD",-76.579836,39.170158
"162","City","Ellicott City","MD","Baltimore-Columbia-Towson, MD",402,20,20.0913242,67,1.136363636,9.350828729,"Ellicott City,MD",-76.941902,39.236405
"163","City","Bel Air","MD","Baltimore-Columbia-Towson, MD",580,20,19.22077922,72,1.590909091,9.350828729,"Bel Air,MD",-78.849744,39.573145
"164","City","Towson","MD","Baltimore-Columbia-Towson, MD",608,20,29.47976879,71,7.272727273,9.350828729,"Towson,MD",-76.60379,39.407156
"165","City","Dundalk","MD","Baltimore-Columbia-Towson, MD",645,20,15.84158416,85,2.727272727,9.350828729,"Dundalk,MD",-76.49647,39.2666
"166","City","Pasadena","MD","Baltimore-Columbia-Towson, MD",647,20,22.35294118,74,5.454545455,9.350828729,"Pasadena,MD",-76.4953,39.121745
"167","City","Westminster","MD","Baltimore-Columbia-Towson, MD",698,20,18.27411168,76,1.818181818,9.350828729,"Westminster,MD",-76.980701,39.564201
"168","City","Owings Mills","MD","Baltimore-Columbia-Towson, MD",794,20,20.53231939,79,4.090909091,9.350828729,"Owings Mills,MD",-76.787696,39.429055
"169","City","Catonsville","MD","Baltimore-Columbia-Towson, MD",822,20,21.31147541,63,2.045454545,9.350828729,"Catonsville,MD",-76.74241,39.26461
"170","City","Windsor Mill","MD","Baltimore-Columbia-Towson, MD",1027,20,21.05263158,83,5.909090909,9.350828729,"Windsor Mill,MD",-76.784896,39.333105
"171","City","Essex","MD","Baltimore-Columbia-Towson, MD",1098,20,20.95238095,91,7.045454545,9.350828729,"Essex,MD",-76.47496,39.30927
"172","City","Middle River","MD","Baltimore-Columbia-Towson, MD",1104,20,19.02985075,82,3.181818182,9.350828729,"Middle River,MD",-76.43161,39.33428
"173","City","Lutherville Timonium","MD","Baltimore-Columbia-Towson, MD",1158,20,27.44360902,75,8.181818182,9.350828729,"Lutherville Timonium,MD",-76.654593,39.433206
"174","City","Nottingham","MD","Baltimore-Columbia-Towson, MD",1162,20,24.41314554,71,6.136363636,9.350828729,"Nottingham,MD",-76.45218,39.364
"175","City","Sykesville","MD","Baltimore-Columbia-Towson, MD",1243,20,22.05128205,67,3.409090909,9.350828729,"Sykesville,MD",-76.969601,39.45672
"176","City","Halethorpe","MD","Baltimore-Columbia-Towson, MD",1280,20,21.73913043,71,3.863636364,9.350828729,"Halethorpe,MD",-76.677291,39.241606
"177","City","Reisterstown","MD","Baltimore-Columbia-Towson, MD",1298,20,23.35766423,84,9.318181818,9.350828729,"Reisterstown,MD",-76.796347,39.487615
"178","City","Severn","MD","Baltimore-Columbia-Towson, MD",1330,20,21.13821138,70.5,2.272727273,9.350828729,"Severn,MD",-76.69253,39.1328
"179","City","Randallstown","MD","Baltimore-Columbia-Towson, MD",1401,20,16.1971831,92.5,5,9.350828729,"Randallstown,MD",-76.816675,39.377872
"180","City","Pikesville","MD","Baltimore-Columbia-Towson, MD",1403,20,22.35294118,84.5,8.863636364,9.350828729,"Pikesville,MD",-76.727036,39.385156
