RegionType,RegionName,State,CBSA Title,SizeRankCity,SizeRankMetro,PctPriceCut,DaysOnMarket,BuyerSellerIndex,BuyerSellerIndexMetro
City,Akron,OH,"Akron, OH",102,74,18.69731801,69,8.571428571,4.102209945
City,Cuyahoga Falls,OH,"Akron, OH",854,74,15.74074074,53,0.714285714,4.102209945
City,Kent,OH,"Akron, OH",1021,74,15.82733813,55,2.142857143,4.102209945
City,Stow,OH,"Akron, OH",1310,74,16.66666667,55,3.571428571,4.102209945
City,Ravenna,OH,"Akron, OH",1363,74,18.75,70,10,4.102209945
City,Barberton,OH,"Akron, OH",1864,74,14.38356164,61.5,2.857142857,4.102209945
City,Green,OH,"Akron, OH",1890,74,16.86746988,64,5.714285714,4.102209945
City,Twinsburg,OH,"Akron, OH",2260,74,16.16161616,65,4.285714286,4.102209945
City,Hudson,OH,"Akron, OH",2349,74,18.51851852,68,7.857142857,4.102209945
City,Northfield,OH,"Akron, OH",2820,74,18,59,5.714285714,4.102209945
City,Copley,OH,"Akron, OH",3438,74,22.22222222,69,9.285714286,4.102209945
City,Tallmadge,OH,"Akron, OH",3456,74,14.42307692,56.5,1.428571429,4.102209945
City,Aurora,OH,"Akron, OH",4111,74,17.81609195,69,7.142857143,4.102209945
City,Streetsboro,OH,"Akron, OH",4132,74,16.32653061,67.5,5.714285714,4.102209945
City,Albany,NY,"Albany-Schenectady-Troy, NY",281,60,16.83937824,78.5,2.352941176,8.784530387
City,Colonie,NY,"Albany-Schenectady-Troy, NY",461,60,18.61924686,82,4.705882353,8.784530387
City,Schenectady,NY,"Albany-Schenectady-Troy, NY",488,60,13.26259947,99,3.529411765,8.784530387
City,Troy,NY,"Albany-Schenectady-Troy, NY",877,60,17.64705882,90,7.647058824,8.784530387
City,Saratoga Springs,NY,"Albany-Schenectady-Troy, NY",1169,60,18.28703704,87,7.058823529,8.784530387
City,Clifton Park,NY,"Albany-Schenectady-Troy, NY",1251,60,14.97005988,81,1.176470588,8.784530387
City,Bethlehem,NY,"Albany-Schenectady-Troy, NY",1555,60,10.09174312,75,0.588235294,8.784530387
City,Guilderland,NY,"Albany-Schenectady-Troy, NY",1605,60,25.64102564,82,8.823529412,8.784530387
City,Halfmoon,NY,"Albany-Schenectady-Troy, NY",2195,60,16.08391608,89,4.117647059,8.784530387
City,Niskayuna,NY,"Albany-Schenectady-Troy, NY",2354,60,25.6,82,8.235294118,8.784530387
City,Glenville,NY,"Albany-Schenectady-Troy, NY",2440,60,21.27659574,79,5.294117647,8.784530387
City,Rotterdam,NY,"Albany-Schenectady-Troy, NY",3257,60,21.01910828,92,10,8.784530387
City,East Greenbush,NY,"Albany-Schenectady-Troy, NY",3886,60,15.90909091,88.5,2.941176471,8.784530387
City,Malta,NY,"Albany-Schenectady-Troy, NY",4653,60,16.66666667,91,5.882352941,8.784530387
City,Schodack,NY,"Albany-Schenectady-Troy, NY",5970,60,13.63636364,111,6.470588235,8.784530387
City,Moreau,NY,"Albany-Schenectady-Troy, NY",6074,60,8.860759494,87,1.764705882,8.784530387
City,Wilton,NY,"Albany-Schenectady-Troy, NY",7521,60,20.98765432,88.5,9.411764706,8.784530387
City,Allentown,PA,"Allentown-Bethlehem-Easton, PA-NJ",213,67,16.31878558,66,0.588235294,8.729281768
City,Bethlehem,PA,"Allentown-Bethlehem-Easton, PA-NJ",494,67,20.625,69,2.941176471,8.729281768
City,Easton,PA,"Allentown-Bethlehem-Easton, PA-NJ",1792,67,22.98136646,74,8.823529412,8.729281768
City,Lower Macungie,PA,"Allentown-Bethlehem-Easton, PA-NJ",1895,67,17.51824818,66,1.176470588,8.729281768
City,Upper Macungie,PA,"Allentown-Bethlehem-Easton, PA-NJ",2316,67,20.21276596,77,6.470588235,8.729281768
City,South Whitehall,PA,"Allentown-Bethlehem-Easton, PA-NJ",2934,67,29.24528302,71.5,9.411764706,8.729281768
City,Nazareth,PA,"Allentown-Bethlehem-Easton, PA-NJ",3494,67,25.84269663,69,7.058823529,8.729281768
City,Bethlehem,PA,"Allentown-Bethlehem-Easton, PA-NJ",3837,67,18.66666667,73.5,2.352941176,8.729281768
City,Upper Saucon,PA,"Allentown-Bethlehem-Easton, PA-NJ",4043,67,18.46153846,86,4.411764706,8.729281768
City,Forks,PA,"Allentown-Bethlehem-Easton, PA-NJ",4224,67,20.6185567,74,5.882352941,8.729281768
City,Palmer,PA,"Allentown-Bethlehem-Easton, PA-NJ",4448,67,21.95121951,75,7.647058824,8.729281768
City,Phillipsburg,NJ,"Allentown-Bethlehem-Easton, PA-NJ",4590,67,13.82113821,112,3.529411765,8.729281768
City,Washington,NJ,"Allentown-Bethlehem-Easton, PA-NJ",6029,67,21.21212121,102.5,10,8.729281768
City,Lower Saucon,PA,"Allentown-Bethlehem-Easton, PA-NJ",6449,67,22.5,75,8.235294118,8.729281768
City,Penn Forest,PA,"Allentown-Bethlehem-Easton, PA-NJ",7277,67,17.97752809,90,4.411764706,8.729281768
City,Whitehall,PA,"Allentown-Bethlehem-Easton, PA-NJ",7370,67,19.35483871,63,1.764705882,8.729281768
City,Lopatcong,NJ,"Allentown-Bethlehem-Easton, PA-NJ",8053,67,14.58333333,109,5.294117647,8.729281768
City,Asheville,NC,"Asheville, NC",381,118,23.61927145,64,7.333333333,6.79558011
City,Hendersonville,NC,"Asheville, NC",665,118,14.86013986,65,2,6.79558011
City,Waynesville,NC,"Asheville, NC",1737,118,12.62376238,98,5.333333333,6.79558011
City,Candler,NC,"Asheville, NC",2014,118,18.82352941,69.5,2.666666667,6.79558011
City,Arden,NC,"Asheville, NC",2994,118,19.45945946,71,6.666666667,6.79558011
City,Weaverville,NC,"Asheville, NC",3056,118,20.625,91,9.333333333,6.79558011
City,Fletcher,NC,"Asheville, NC",3227,118,13.87283237,56,0.666666667,6.79558011
City,Canton,NC,"Asheville, NC",3429,118,16.2601626,79,6,6.79558011
City,Black Mountain,NC,"Asheville, NC",4504,118,23.44827586,81,8,6.79558011
City,Leicester,NC,"Asheville, NC",5091,118,20.48192771,102.5,10,6.79558011
City,Clyde,NC,"Asheville, NC",6849,118,13.88888889,81,4,6.79558011
City,Flat Rock,NC,"Asheville, NC",7060,118,12.35955056,64,1.333333333,6.79558011
City,Fairview,NC,"Asheville, NC",7167,118,21.78217822,84.5,8.666666667,6.79558011
City,Mars Hill,NC,"Asheville, NC",7973,118,12,107,4.666666667,6.79558011
City,Maggie Valley,NC,"Asheville, NC",9880,118,12.71676301,89,3.333333333,6.79558011
City,Atlanta,GA,"Atlanta-Sandy Springs-Roswell, GA",32,9,17.89408357,55,4.868421053,2.520718232
City,Marietta,GA,"Atlanta-Sandy Springs-Roswell, GA",53,9,20.25261324,53,5.921052632,2.520718232
City,Lawrenceville,GA,"Atlanta-Sandy Springs-Roswell, GA",67,9,17.08821715,53,3.289473684,2.520718232
City,Cumming,GA,"Atlanta-Sandy Springs-Roswell, GA",155,9,19.0716448,63,8.815789474,2.520718232
City,Stone Mountain,GA,"Atlanta-Sandy Springs-Roswell, GA",231,9,13.09686221,62,3.421052632,2.520718232
City,Douglasville,GA,"Atlanta-Sandy Springs-Roswell, GA",273,9,13.29113924,63.5,5.131578947,2.520718232
City,Sandy Springs,GA,"Atlanta-Sandy Springs-Roswell, GA",287,9,20.74418605,60,8.947368421,2.520718232
City,Kennesaw,GA,"Atlanta-Sandy Springs-Roswell, GA",290,9,15.56195965,49,1.578947368,2.520718232
City,Lithonia,GA,"Atlanta-Sandy Springs-Roswell, GA",303,9,11.06442577,78,4.605263158,2.520718232
City,Woodstock,GA,"Atlanta-Sandy Springs-Roswell, GA",319,9,15.59854897,51,1.842105263,2.520718232
City,McDonough,GA,"Atlanta-Sandy Springs-Roswell, GA",328,9,12.41071429,77,6.315789474,2.520718232
City,Acworth,GA,"Atlanta-Sandy Springs-Roswell, GA",334,9,19.37888199,48,4.078947368,2.520718232
City,Roswell,GA,"Atlanta-Sandy Springs-Roswell, GA",343,9,23.52231604,57,9.473684211,2.520718232
City,Newnan,GA,"Atlanta-Sandy Springs-Roswell, GA",351,9,13.73439274,63,4.736842105,2.520718232
City,Covington,GA,"Atlanta-Sandy Springs-Roswell, GA",359,9,13.93323657,83,8.289473684,2.520718232
City,Duluth,GA,"Atlanta-Sandy Springs-Roswell, GA",369,9,16.76767677,52,2.5,2.520718232
City,Conyers,GA,"Atlanta-Sandy Springs-Roswell, GA",393,9,14.07528642,73,7.5,2.520718232
City,Johns Creek,GA,"Atlanta-Sandy Springs-Roswell, GA",418,9,23.10984308,61,9.736842105,2.520718232
City,Canton,GA,"Atlanta-Sandy Springs-Roswell, GA",419,9,16.64943123,65,7.763157895,2.520718232
City,Norcross,GA,"Atlanta-Sandy Springs-Roswell, GA",470,9,12.4497992,46,0.526315789,2.520718232
City,Smyrna,GA,"Atlanta-Sandy Springs-Roswell, GA",472,9,21.39240506,54,7.105263158,2.520718232
City,Snellville,GA,"Atlanta-Sandy Springs-Roswell, GA",498,9,18.38351823,56,6.447368421,2.520718232
City,Alpharetta,GA,"Atlanta-Sandy Springs-Roswell, GA",501,9,16.61721068,56,3.947368421,2.520718232
City,Suwanee,GA,"Atlanta-Sandy Springs-Roswell, GA",526,9,21.66890983,56,8.026315789,2.520718232
City,Stockbridge,GA,"Atlanta-Sandy Springs-Roswell, GA",572,9,10.67708333,57,1.315789474,2.520718232
City,Lilburn,GA,"Atlanta-Sandy Springs-Roswell, GA",592,9,21.08108108,51,5.263157895,2.520718232
City,Fayetteville,GA,"Atlanta-Sandy Springs-Roswell, GA",595,9,13.2173913,70,5.789473684,2.520718232
City,Powder Springs,GA,"Atlanta-Sandy Springs-Roswell, GA",614,9,16.16628176,56,3.684210526,2.520718232
City,Carrollton,GA,"Atlanta-Sandy Springs-Roswell, GA",684,9,18.05555556,64.5,8.684210526,2.520718232
City,Riverdale,GA,"Atlanta-Sandy Springs-Roswell, GA",692,9,7.547169811,58,1.184210526,2.520718232
City,Griffin,GA,"Atlanta-Sandy Springs-Roswell, GA",761,9,9.029345372,66,2.631578947,2.520718232
City,Buford,GA,"Atlanta-Sandy Springs-Roswell, GA",767,9,18.73990307,62,8.157894737,2.520718232
City,Loganville,GA,"Atlanta-Sandy Springs-Roswell, GA",776,9,14.84375,63,5.394736842,2.520718232
City,Dacula,GA,"Atlanta-Sandy Springs-Roswell, GA",836,9,17.73049645,58,6.973684211,2.520718232
City,Brookhaven,GA,"Atlanta-Sandy Springs-Roswell, GA",847,9,20.08281573,57,7.894736842,2.520718232
City,Dunwoody,GA,"Atlanta-Sandy Springs-Roswell, GA",937,9,26.1971831,56,8.552631579,2.520718232
City,Jonesboro,GA,"Atlanta-Sandy Springs-Roswell, GA",970,9,6.422018349,57,0.789473684,2.520718232
City,Austell,GA,"Atlanta-Sandy Springs-Roswell, GA",990,9,11.74089069,51,0.394736842,2.520718232
City,Peachtree Corners,GA,"Atlanta-Sandy Springs-Roswell, GA",1037,9,11.7370892,49,0.263157895,2.520718232
City,Winder,GA,"Atlanta-Sandy Springs-Roswell, GA",1068,9,15.03957784,56,3.157894737,2.520718232
City,Milton,GA,"Atlanta-Sandy Springs-Roswell, GA",1146,9,18.32191781,65,9.342105263,2.520718232
City,Cartersville,GA,"Atlanta-Sandy Springs-Roswell, GA",1163,9,17.1314741,63,7.631578947,2.520718232
City,Fairburn,GA,"Atlanta-Sandy Springs-Roswell, GA",1174,9,13.22580645,70,6.184210526,2.520718232
City,Mableton,GA,"Atlanta-Sandy Springs-Roswell, GA",1185,9,13.99317406,54,1.973684211,2.520718232
City,East Point,GA,"Atlanta-Sandy Springs-Roswell, GA",1233,9,23.28244275,57,9.210526316,2.520718232
City,Tucker,GA,"Atlanta-Sandy Springs-Roswell, GA",1240,9,14.81481481,45,1.052631579,2.520718232
City,Hampton,GA,"Atlanta-Sandy Springs-Roswell, GA",1259,9,11.95402299,82,6.052631579,2.520718232
City,Villa Rica,GA,"Atlanta-Sandy Springs-Roswell, GA",1297,9,17.12707182,65,8.421052632,2.520718232
City,Peachtree City,GA,"Atlanta-Sandy Springs-Roswell, GA",1436,9,20.13888889,53,5.657894737,2.520718232
City,Lithia Springs,GA,"Atlanta-Sandy Springs-Roswell, GA",1782,9,17.09401709,61,6.842105263,2.520718232
City,Dawsonville,GA,"Atlanta-Sandy Springs-Roswell, GA",1813,9,12.06896552,63,3.026315789,2.520718232
City,Forest Park,GA,"Atlanta-Sandy Springs-Roswell, GA",1899,9,13.20754717,46,0.657894737,2.520718232
City,Locust Grove,GA,"Atlanta-Sandy Springs-Roswell, GA",2016,9,12.0906801,83,6.710526316,2.520718232
City,Jackson,GA,"Atlanta-Sandy Springs-Roswell, GA",2051,9,11.73469388,73,4.210526316,2.520718232
City,Vinings,GA,"Atlanta-Sandy Springs-Roswell, GA",2069,9,15.73033708,53,2.236842105,2.520718232
City,Grayson,GA,"Atlanta-Sandy Springs-Roswell, GA",2228,9,21.23893805,63.5,9.868421053,2.520718232
City,Candler-Mcafee,GA,"Atlanta-Sandy Springs-Roswell, GA",2238,9,25,57,9.605263158,2.520718232
City,Decatur,GA,"Atlanta-Sandy Springs-Roswell, GA",2599,9,21.91011236,55,7.368421053,2.520718232
City,Jasper,GA,"Atlanta-Sandy Springs-Roswell, GA",3014,9,12.20657277,63.5,3.552631579,2.520718232
City,Sharpsburg,GA,"Atlanta-Sandy Springs-Roswell, GA",3066,9,12.42236025,56,1.447368421,2.520718232
City,North Druid Hills,GA,"Atlanta-Sandy Springs-Roswell, GA",3221,9,20,55,6.578947368,2.520718232
City,Temple,GA,"Atlanta-Sandy Springs-Roswell, GA",3307,9,16.96428571,55,3.815789474,2.520718232
City,Sugar Hill,GA,"Atlanta-Sandy Springs-Roswell, GA",3631,9,17.31448763,55,4.342105263,2.520718232
City,North Decatur,GA,"Atlanta-Sandy Springs-Roswell, GA",3817,9,16.40625,46.5,1.710526316,2.520718232
City,Belvedere Park,GA,"Atlanta-Sandy Springs-Roswell, GA",3922,9,26.24434389,56,9.078947368,2.520718232
City,Adairsville,GA,"Atlanta-Sandy Springs-Roswell, GA",3994,9,8.181818182,57,0.921052632,2.520718232
City,Senoia,GA,"Atlanta-Sandy Springs-Roswell, GA",4061,9,10.79136691,65,2.894736842,2.520718232
City,Union City,GA,"Atlanta-Sandy Springs-Roswell, GA",4287,9,5.442176871,72,2.763157895,2.520718232
City,Auburn,GA,"Atlanta-Sandy Springs-Roswell, GA",4782,9,13.95348837,64,5.526315789,2.520718232
City,Madison,GA,"Atlanta-Sandy Springs-Roswell, GA",5938,9,11.45038168,62,2.105263158,2.520718232
City,Bethlehem,GA,"Atlanta-Sandy Springs-Roswell, GA",6670,9,9.900990099,49,0.131578947,2.520718232
City,Statham,GA,"Atlanta-Sandy Springs-Roswell, GA",6825,9,3.174603175,70,2.368421053,2.520718232
City,Monroe,GA,"Atlanta-Sandy Springs-Roswell, GA",7237,9,18.36734694,77,10,2.520718232
City,Holly Springs,GA,"Atlanta-Sandy Springs-Roswell, GA",8466,9,19.35483871,52,5,2.520718232
City,Waleska,GA,"Atlanta-Sandy Springs-Roswell, GA",9568,9,12.34567901,83.5,7.236842105,2.520718232
City,Ball Ground,GA,"Atlanta-Sandy Springs-Roswell, GA",11177,9,13.59223301,63,4.473684211,2.520718232
City,Austin,TX,"Austin-Round Rock, TX",10,35,21.63098879,52,0.555555556,5.814917127
City,Round Rock,TX,"Austin-Round Rock, TX",159,35,25.75928009,50,2.777777778,5.814917127
City,Georgetown,TX,"Austin-Round Rock, TX",373,35,24.32885906,64,6.666666667,5.814917127
City,Pflugerville,TX,"Austin-Round Rock, TX",385,35,25.74404762,49,1.666666667,5.814917127
City,San Marcos,TX,"Austin-Round Rock, TX",520,35,20.15706806,61.5,1.111111111,5.814917127
City,Cedar Park,TX,"Austin-Round Rock, TX",667,35,26.12244898,51,4.444444444,5.814917127
City,Leander,TX,"Austin-Round Rock, TX",1338,35,24.90909091,62,6.111111111,5.814917127
City,Hutto,TX,"Austin-Round Rock, TX",1693,35,29.27631579,55.5,8.888888889,5.814917127
City,Kyle,TX,"Austin-Round Rock, TX",1803,35,26.47058824,51,5,5.814917127
City,Bastrop,TX,"Austin-Round Rock, TX",1972,35,23.78378378,70,7.777777778,5.814917127
City,Buda,TX,"Austin-Round Rock, TX",3486,35,28.0952381,62,10,5.814917127
City,Dripping Springs,TX,"Austin-Round Rock, TX",4090,35,20.58823529,65,3.333333333,5.814917127
City,Wimberley,TX,"Austin-Round Rock, TX",5216,35,15.33333333,81.5,3.888888889,5.814917127
City,Liberty Hill,TX,"Austin-Round Rock, TX",6099,35,16.84782609,66,2.222222222,5.814917127
City,Lakeway,TX,"Austin-Round Rock, TX",6897,35,22.55319149,75,8.333333333,5.814917127
City,Spicewood,TX,"Austin-Round Rock, TX",7628,35,20.90909091,82,7.222222222,5.814917127
City,Bee Cave,TX,"Austin-Round Rock, TX",9000,35,27.09677419,63,9.444444444,5.814917127
City,Lago Vista,TX,"Austin-Round Rock, TX",9034,35,17.09401709,85,5.555555556,5.814917127
City,Baltimore,MD,"Baltimore-Columbia-Towson, MD",27,20,23.33405219,93,9.545454545,9.350828729
City,Columbia,MD,"Baltimore-Columbia-Towson, MD",296,20,20.3187251,60,0.681818182,9.350828729
City,Annapolis,MD,"Baltimore-Columbia-Towson, MD",326,20,21.8079096,80,6.363636364,9.350828729
City,Glen Burnie,MD,"Baltimore-Columbia-Towson, MD",383,20,21.50776053,71,3.636363636,9.350828729
City,Ellicott City,MD,"Baltimore-Columbia-Towson, MD",402,20,20.0913242,67,1.136363636,9.350828729
City,Bel Air,MD,"Baltimore-Columbia-Towson, MD",580,20,19.22077922,72,1.590909091,9.350828729
City,Towson,MD,"Baltimore-Columbia-Towson, MD",608,20,29.47976879,71,7.272727273,9.350828729
City,Dundalk,MD,"Baltimore-Columbia-Towson, MD",645,20,15.84158416,85,2.727272727,9.350828729
City,Pasadena,MD,"Baltimore-Columbia-Towson, MD",647,20,22.35294118,74,5.454545455,9.350828729
City,Westminster,MD,"Baltimore-Columbia-Towson, MD",698,20,18.27411168,76,1.818181818,9.350828729
City,Owings Mills,MD,"Baltimore-Columbia-Towson, MD",794,20,20.53231939,79,4.090909091,9.350828729
City,Catonsville,MD,"Baltimore-Columbia-Towson, MD",822,20,21.31147541,63,2.045454545,9.350828729
City,Windsor Mill,MD,"Baltimore-Columbia-Towson, MD",1027,20,21.05263158,83,5.909090909,9.350828729
City,Essex,MD,"Baltimore-Columbia-Towson, MD",1098,20,20.95238095,91,7.045454545,9.350828729
City,Middle River,MD,"Baltimore-Columbia-Towson, MD",1104,20,19.02985075,82,3.181818182,9.350828729
City,Lutherville Timonium,MD,"Baltimore-Columbia-Towson, MD",1158,20,27.44360902,75,8.181818182,9.350828729
City,Nottingham,MD,"Baltimore-Columbia-Towson, MD",1162,20,24.41314554,71,6.136363636,9.350828729
City,Sykesville,MD,"Baltimore-Columbia-Towson, MD",1243,20,22.05128205,67,3.409090909,9.350828729
City,Halethorpe,MD,"Baltimore-Columbia-Towson, MD",1280,20,21.73913043,71,3.863636364,9.350828729
City,Reisterstown,MD,"Baltimore-Columbia-Towson, MD",1298,20,23.35766423,84,9.318181818,9.350828729
City,Severn,MD,"Baltimore-Columbia-Towson, MD",1330,20,21.13821138,70.5,2.272727273,9.350828729
City,Randallstown,MD,"Baltimore-Columbia-Towson, MD",1401,20,16.1971831,92.5,5,9.350828729
City,Pikesville,MD,"Baltimore-Columbia-Towson, MD",1403,20,22.35294118,84.5,8.863636364,9.350828729
City,Elkridge,MD,"Baltimore-Columbia-Towson, MD",1414,20,16.14906832,66.5,0.227272727,9.350828729
City,Odenton,MD,"Baltimore-Columbia-Towson, MD",1430,20,20.50359712,76,2.5,9.350828729
City,Parkville,MD,"Baltimore-Columbia-Towson, MD",1477,20,31.14754098,75.5,8.636363636,9.350828729
City,Abingdon,MD,"Baltimore-Columbia-Towson, MD",1506,20,26.171875,68,5.681818182,9.350828729
City,Severna Park,MD,"Baltimore-Columbia-Towson, MD",1751,20,24.72527473,76,7.727272727,9.350828729
City,Lochearn,MD,"Baltimore-Columbia-Towson, MD",1886,20,24.27184466,77,7.954545455,9.350828729
City,Aberdeen,MD,"Baltimore-Columbia-Towson, MD",2017,20,21.09375,77,4.318181818,9.350828729
City,Carney,MD,"Baltimore-Columbia-Towson, MD",2046,20,26.37362637,72,6.590909091,9.350828729
City,Cockeysville,MD,"Baltimore-Columbia-Towson, MD",2076,20,21.3740458,76.5,4.772727273,9.350828729
City,Edgewood,MD,"Baltimore-Columbia-Towson, MD",2256,20,13.39285714,77.5,1.363636364,9.350828729
City,Crofton,MD,"Baltimore-Columbia-Towson, MD",2259,20,18.88111888,62,0.454545455,9.350828729
City,Arnold,MD,"Baltimore-Columbia-Towson, MD",2576,20,21.21212121,77,4.545454545,9.350828729
City,Edgewater,MD,"Baltimore-Columbia-Towson, MD",2595,20,22.54901961,95,9.772727273,9.350828729
City,Rosedale,MD,"Baltimore-Columbia-Towson, MD",2891,20,28.84615385,89,10,9.350828729
City,Forest Hill,MD,"Baltimore-Columbia-Towson, MD",3262,20,23.76237624,70,5.227272727,9.350828729
City,Havre de Grace,MD,"Baltimore-Columbia-Towson, MD",3864,20,21.48148148,92,9.090909091,9.350828729
City,Joppa,MD,"Baltimore-Columbia-Towson, MD",3918,20,21.56862745,89,8.409090909,9.350828729
City,Hampstead,MD,"Baltimore-Columbia-Towson, MD",3930,20,19.41747573,69,0.909090909,9.350828729
City,Centreville,MD,"Baltimore-Columbia-Towson, MD",6493,20,18.42105263,117,6.818181818,9.350828729
City,Brooklyn Park,MD,"Baltimore-Columbia-Towson, MD",6580,20,17.10526316,83,2.954545455,9.350828729
City,Stevensville,MD,"Baltimore-Columbia-Towson, MD",7082,20,19.7740113,97,7.5,9.350828729
City,Barnstable,MA,"Barnstable Town, MA",988,199,19.08957416,88,3.333333333,9.212707182
City,Yarmouth,MA,"Barnstable Town, MA",2147,199,19.16461916,80,2.666666667,9.212707182
City,East Falmouth,MA,"Barnstable Town, MA",2946,199,20,81,6,9.212707182
City,Bourne,MA,"Barnstable Town, MA",2949,199,17.91666667,62,1.333333333,9.212707182
City,Dennis,MA,"Barnstable Town, MA",4857,199,16.15598886,75,2,9.212707182
City,Mashpee,MA,"Barnstable Town, MA",5021,199,19.84536082,96,6.666666667,9.212707182
City,Sandwich,MA,"Barnstable Town, MA",5723,199,21.95121951,89,8.666666667,9.212707182
City,Brewster,MA,"Barnstable Town, MA",7068,199,20.57142857,72,4.666666667,9.212707182
City,Harwich,MA,"Barnstable Town, MA",7184,199,16.66666667,57,0.666666667,9.212707182
City,Falmouth,MA,"Barnstable Town, MA",7965,199,23.72881356,73.5,7.333333333,9.212707182
City,Chatham,MA,"Barnstable Town, MA",9740,199,13.92405063,113,4,9.212707182
City,Orleans,MA,"Barnstable Town, MA",9883,199,20.66666667,130,10,9.212707182
City,Eastham,MA,"Barnstable Town, MA",10114,199,21.48148148,107,9.333333333,9.212707182
City,Provincetown,MA,"Barnstable Town, MA",10967,199,19.48717949,126,8,9.212707182
City,Truro,MA,"Barnstable Town, MA",11127,199,12.17391304,132,5.333333333,9.212707182
City,Birmingham,AL,"Birmingham-Hoover, AL",84,49,17.76384535,77,10,3.729281768
City,Hoover,AL,"Birmingham-Hoover, AL",453,49,19.7747184,61,7.777777778,3.729281768
City,Bessemer,AL,"Birmingham-Hoover, AL",1468,49,12.87878788,124,8.333333333,3.729281768
City,Vestavia Hills,AL,"Birmingham-Hoover, AL",1472,49,18.01242236,64,6.666666667,3.729281768
City,Alabaster,AL,"Birmingham-Hoover, AL",1633,49,18.22660099,52.5,3.333333333,3.729281768
City,Homewood,AL,"Birmingham-Hoover, AL",1915,49,21.71428571,65,9.444444444,3.729281768
City,Mountain Brook,AL,"Birmingham-Hoover, AL",2559,49,15.6462585,61,1.666666667,3.729281768
City,Pell City,AL,"Birmingham-Hoover, AL",2581,49,13.4751773,77,5.555555556,3.729281768
City,Pelham,AL,"Birmingham-Hoover, AL",2759,49,11.34453782,55,0.555555556,3.729281768
City,Clanton,AL,"Birmingham-Hoover, AL",2830,49,9.022556391,85,2.777777778,3.729281768
City,Trussville,AL,"Birmingham-Hoover, AL",2877,49,17.71217712,70,7.222222222,3.729281768
City,Helena,AL,"Birmingham-Hoover, AL",3731,49,13.43283582,53,1.111111111,3.729281768
City,Center Point,AL,"Birmingham-Hoover, AL",3805,49,16.25,83,8.888888889,3.729281768
City,Calera,AL,"Birmingham-Hoover, AL",4781,49,19.35483871,55,4.444444444,3.729281768
City,Hueytown,AL,"Birmingham-Hoover, AL",5607,49,9.734513274,99,5,3.729281768
City,Gardendale,AL,"Birmingham-Hoover, AL",6178,49,16.53543307,70.5,6.111111111,3.729281768
City,Chelsea,AL,"Birmingham-Hoover, AL",7267,49,14.69387755,69,3.888888889,3.729281768
City,Clay,AL,"Birmingham-Hoover, AL",8968,49,10.84337349,75,2.222222222,3.729281768
City,Boise,ID,"Boise City, ID",72,85,22.04599524,42,6,4.171270718
City,Nampa,ID,"Boise City, ID",227,85,20.76023392,46,1,4.171270718
City,Meridian,ID,"Boise City, ID",297,85,20.77419355,48,4,4.171270718
City,Caldwell,ID,"Boise City, ID",601,85,21.35135135,47,7,4.171270718
City,Eagle,ID,"Boise City, ID",1362,85,19.09722222,65,8,4.171270718
City,Kuna,ID,"Boise City, ID",2553,85,20.83333333,49,9,4.171270718
City,Garden City,ID,"Boise City, ID",3794,85,19.29824561,50,3,4.171270718
City,Emmett,ID,"Boise City, ID",4343,85,17,65,5,4.171270718
City,Middleton,ID,"Boise City, ID",6984,85,25,58.5,10,4.171270718
City,Star,ID,"Boise City, ID",9912,85,19.10828025,57,2,4.171270718
City,Boston,MA,"Boston-Cambridge-Newton, MA-NH",22,10,17.87032156,63,2.542372881,7.320441989
City,Lowell,MA,"Boston-Cambridge-Newton, MA-NH",254,10,18.55670103,60,2.033898305,7.320441989
City,Cambridge,MA,"Boston-Cambridge-Newton, MA-NH",260,10,16.99346405,52,0.338983051,7.320441989
City,Brockton,MA,"Boston-Cambridge-Newton, MA-NH",321,10,21.32132132,69,5.593220339,7.320441989
City,Lynn,MA,"Boston-Cambridge-Newton, MA-NH",348,10,18.30357143,60,1.525423729,7.320441989
City,Newton,MA,"Boston-Cambridge-Newton, MA-NH",364,10,28.2208589,75,8.813559322,7.320441989
City,Quincy,MA,"Boston-Cambridge-Newton, MA-NH",416,10,22.85714286,63,5.254237288,7.320441989
City,Lawrence,MA,"Boston-Cambridge-Newton, MA-NH",459,10,11.76470588,69,2.372881356,7.320441989
City,Waltham,MA,"Boston-Cambridge-Newton, MA-NH",628,10,16.56441718,54,0.169491525,7.320441989
City,Haverhill,MA,"Boston-Cambridge-Newton, MA-NH",638,10,19.47565543,67,4.915254237,7.320441989
City,Brookline,MA,"Boston-Cambridge-Newton, MA-NH",687,10,19.19191919,66,4.237288136,7.320441989
City,Weymouth,MA,"Boston-Cambridge-Newton, MA-NH",769,10,16.72862454,60,1.016949153,7.320441989
City,Peabody,MA,"Boston-Cambridge-Newton, MA-NH",831,10,17.07317073,58,1.186440678,7.320441989
City,Plymouth,MA,"Boston-Cambridge-Newton, MA-NH",866,10,20.1980198,78,7.457627119,7.320441989
City,Methuen,MA,"Boston-Cambridge-Newton, MA-NH",896,10,21.875,61,3.559322034,7.320441989
City,Billerica,MA,"Boston-Cambridge-Newton, MA-NH",1057,10,22.37762238,60.5,3.898305085,7.320441989
City,Salem,MA,"Boston-Cambridge-Newton, MA-NH",1103,10,16.05839416,60.5,0.677966102,7.320441989
City,Marlborough,MA,"Boston-Cambridge-Newton, MA-NH",1126,10,34.58646617,58,6.101694915,7.320441989
